name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	sample_type	collection_timestamp	country	region	elevation	env_biome	env_feature	env_matter	family	host_common_name	host_subject_id	house	latitude	life_stage	longitude	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	sex	source	role	subject	surface	title
ERS453111.ERR502985	Sample 2192.H01a.Bathroom.Door.Knob.102.lane1.NoIndex.L001						Bathroom door knob swab	2/14/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454521.ERR504395	Sample 2192.H01a.Bathroom.Door.Knob.126.lane1.NoIndex.L001						Bathroom door knob swab	2/15/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454377.ERR504251	Sample 2192.H01a.Bathroom.Door.Knob.150.lane1.NoIndex.L001						Bathroom door knob swab	2/16/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS453541.ERR503415	Sample 2192.H01a.Bathroom.Door.Knob.174.lane2.NoIndex.L002						Bathroom door knob swab	2/17/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454257.ERR504131	Sample 2192.H01a.Bathroom.Door.Knob.198.lane2.NoIndex.L002						Bathroom door knob swab	2/18/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS453886.ERR503760	Sample 2192.H01a.Bathroom.Door.Knob.222.lane2.NoIndex.L002						Bathroom door knob swab	2/19/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS453930.ERR503804	Sample 2192.H01a.Bathroom.Door.Knob.246.lane2.NoIndex.L002						Bathroom door knob swab	2/21/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454607.ERR504481	Sample 2192.H01a.Bathroom.Door.Knob.270.lane2.NoIndex.L002						Bathroom door knob swab	2/22/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454444.ERR504318	Sample 2192.H01a.Bathroom.Door.Knob.294.lane2.NoIndex.L002						Bathroom door knob swab	2/24/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS453844.ERR503718	Sample 2192.H01a.Bathroom.Door.Knob.30.lane1.NoIndex.L001						Bathroom door knob swab	2/11/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454031.ERR503905	Sample 2192.H01a.Bathroom.Door.Knob.318.lane2.NoIndex.L002						Bathroom door knob swab	2/26/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454552.ERR504426	Sample 2192.H01a.Bathroom.Door.Knob.54.lane1.NoIndex.L001						Bathroom door knob swab	2/12/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454067.ERR503941	Sample 2192.H01a.Bathroom.Door.Knob.6.lane1.NoIndex.L001						Bathroom door knob swab	2/10/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS453812.ERR503686	Sample 2192.H01a.Bathroom.Door.Knob.78.lane1.NoIndex.L001						Bathroom door knob swab	2/13/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bathroom_Door_Knob	Gilbert_house_forensics_BE
ERS454229.ERR504103	Sample 2192.H01a.Bedroom.Floor.100.lane1.NoIndex.L001						Bedroom floor swab	2/14/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS454140.ERR504014	Sample 2192.H01a.Bedroom.Floor.124.lane1.NoIndex.L001						Bedroom floor swab	2/15/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS453868.ERR503742	Sample 2192.H01a.Bedroom.Floor.148.lane1.NoIndex.L001						Bedroom floor swab	2/16/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS454279.ERR504153	Sample 2192.H01a.Bedroom.Floor.172.lane2.NoIndex.L002						Bedroom floor swab	2/17/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS454430.ERR504304	Sample 2192.H01a.Bedroom.Floor.196.lane2.NoIndex.L002						Bedroom floor swab	2/18/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS453416.ERR503290	Sample 2192.H01a.Bedroom.Floor.220.lane2.NoIndex.L002						Bedroom floor swab	2/19/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS454299.ERR504173	Sample 2192.H01a.Bedroom.Floor.244.lane2.NoIndex.L002						Bedroom floor swab	2/21/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS454386.ERR504260	Sample 2192.H01a.Bedroom.Floor.268.lane2.NoIndex.L002						Bedroom floor swab	2/22/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS453471.ERR503345	Sample 2192.H01a.Bedroom.Floor.28.lane1.NoIndex.L001						Bedroom floor swab	2/11/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS453832.ERR503706	Sample 2192.H01a.Bedroom.Floor.292.lane2.NoIndex.L002						Bedroom floor swab	2/24/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS453327.ERR503201	Sample 2192.H01a.Bedroom.Floor.316.lane2.NoIndex.L002						Bedroom floor swab	2/26/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS453297.ERR503171	Sample 2192.H01a.Bedroom.Floor.4.lane1.NoIndex.L001						Bedroom floor swab	2/10/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS453407.ERR503281	Sample 2192.H01a.Bedroom.Floor.52.lane1.NoIndex.L001						Bedroom floor swab	2/12/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS454365.ERR504239	Sample 2192.H01a.Bedroom.Floor.76.lane1.NoIndex.L001						Bedroom floor swab	2/13/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Bedroom_Floor	Gilbert_house_forensics_BE
ERS454484.ERR504358	Sample 2192.H01a.Foot.104.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/14/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453887.ERR503761	Sample 2192.H01a.Foot.107.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/14/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454037.ERR503911	Sample 2192.H01a.Foot.11.lane1.NoIndex.L001			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/10/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454545.ERR504419	Sample 2192.H01a.Foot.110.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/14/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453849.ERR503723	Sample 2192.H01a.Foot.113.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/14/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453196.ERR503070	Sample 2192.H01a.Foot.128.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/15/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS454563.ERR504437	Sample 2192.H01a.Foot.131.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/15/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453764.ERR503638	Sample 2192.H01a.Foot.134.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/15/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS454702.ERR504576	Sample 2192.H01a.Foot.137.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/15/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454586.ERR504460	Sample 2192.H01a.Foot.14.lane1.NoIndex.L001			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/10/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS454347.ERR504221	Sample 2192.H01a.Foot.155.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/16/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453594.ERR503468	Sample 2192.H01a.Foot.158.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/16/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453392.ERR503266	Sample 2192.H01a.Foot.161.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/16/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454454.ERR504328	Sample 2192.H01a.Foot.17.lane1.NoIndex.L001			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/10/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453804.ERR503678	Sample 2192.H01a.Foot.179.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/17/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453221.ERR503095	Sample 2192.H01a.Foot.182.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/17/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453557.ERR503431	Sample 2192.H01a.Foot.185.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/17/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454409.ERR504283	Sample 2192.H01a.Foot.203.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/18/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454012.ERR503886	Sample 2192.H01a.Foot.206.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/18/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS454306.ERR504180	Sample 2192.H01a.Foot.209.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/18/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454564.ERR504438	Sample 2192.H01a.Foot.224.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/19/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453836.ERR503710	Sample 2192.H01a.Foot.227.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/19/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454600.ERR504474	Sample 2192.H01a.Foot.230.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/19/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453542.ERR503416	Sample 2192.H01a.Foot.233.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/19/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453507.ERR503381	Sample 2192.H01a.Foot.248.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/21/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453328.ERR503202	Sample 2192.H01a.Foot.251.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/21/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453382.ERR503256	Sample 2192.H01a.Foot.254.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/21/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453554.ERR503428	Sample 2192.H01a.Foot.257.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/21/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453580.ERR503454	Sample 2192.H01a.Foot.272.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/22/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453848.ERR503722	Sample 2192.H01a.Foot.275.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/22/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453742.ERR503616	Sample 2192.H01a.Foot.278.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/22/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453768.ERR503642	Sample 2192.H01a.Foot.281.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/22/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453846.ERR503720	Sample 2192.H01a.Foot.296.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/24/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS454128.ERR504002	Sample 2192.H01a.Foot.299.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/24/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454079.ERR503953	Sample 2192.H01a.Foot.302.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/24/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS454559.ERR504433	Sample 2192.H01a.Foot.305.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/24/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454500.ERR504374	Sample 2192.H01a.Foot.32.lane1.NoIndex.L001			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/11/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453897.ERR503771	Sample 2192.H01a.Foot.320.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/26/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453429.ERR503303	Sample 2192.H01a.Foot.323.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/26/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453906.ERR503780	Sample 2192.H01a.Foot.326.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/26/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453569.ERR503443	Sample 2192.H01a.Foot.329.lane2.NoIndex.L002			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/26/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453733.ERR503607	Sample 2192.H01a.Foot.35.lane1.NoIndex.L001			UBERON:skin	UBERON:sebum	UBERON:skin of foot	Skin swab	2/11/12	GAZ:United States of America	V4	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
