name	description	body_site	sample_type	body_habitat	host_common_name	env_feature	country	region	latitude	longitude	location	site	exposure to pyrethroid insecticide	host_life_stage	phenotype
SRS4060834.SRR8216191	PLLasCr3DELRExt70S52	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060829.SRR8216196	PLLasCr3DELSExt71S40	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060830.SRR8216195	PLLasCr3DELSExt72S28	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060827.SRR8216198	PLLasCr3DELSExt73S16	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060854.SRR8216172	PLLasCr3PERRExt63S41	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060852.SRR8216173	PLLasCr3PERRExt64S29	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060855.SRR8216170	PLLasCr3PERRExt65S17	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060851.SRR8216174	PLLasCr3PERSExt66S5	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060850.SRR8216175	PLLasCr3PERSExt67S88	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060857.SRR8216168	PLLasCr3PERSExt68S76	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060788.SRR8216237	PLLasCr3UNXExt74S4	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3		Larva, L3-L4 stage	undetermined
SRS4060789.SRR8216236	PLLasCr3UNXExt75S87	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3		Larva, L3-L4 stage	undetermined
SRS4060960.SRR8216065	PLLasCr3UNXExt76S75	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 3		Larva, L3-L4 stage	undetermined
SRS4060793.SRR8216231	PLLasCr4DELRExt83S86	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060795.SRR8216230	PLLasCr4DELRExt84S74	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060803.SRR8216221	PLLasCr4DELRExt85S62	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060808.SRR8216217	PLLasCr4DELSExt86S50	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060807.SRR8216218	PLLasCr4DELSExt87S38	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060806.SRR8216219	PLLasCr4DELSExt88S26	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to deltamethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060916.SRR8216109	PLLasCr4PERRExt77S63	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060917.SRR8216108	PLLasCr4PERRExt78S51	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060914.SRR8216111	PLLasCr4PERRExt79S39	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid resistant
SRS4060918.SRR8216107	PLLasCr4PERSExt80S27	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060919.SRR8216106	PLLasCr4PERSExt81S15	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060912.SRR8216113	PLLasCr4PERSExt82S3	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4	topical exposure to permethrin	Larva, L3-L4 stage	pyrethroid susceptible
SRS4060953.SRR8216072	PLLasCr4UNXExt89S14	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4		Larva, L3-L4 stage	undetermined
SRS4060952.SRR8216073	PLLasCr4UNXExt90S2	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4		Larva, L3-L4 stage	undetermined
SRS4060955.SRR8216070	PLLasCr4UNXExt91S85	cuticle	Larvae cuticle	cuticle surface	Anopheles albimanus	Insect	Guatemala	V3-V4	14.0833	-91.15	Guatemala: Las Cruces, La Gomera, Escuintla	Las Cruces 4		Larva, L3-L4 stage	undetermined
