name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	sample_type	collection_timestamp	country	elevation	env_biome	env_feature	env_matter	family	host_common_name	host_subject_id	house	latitude	life_stage	longitude	move_time	moved	notes	number_children	number_residents_human	percent_adult_residents	percent_male	pet_farm_animal	sex	source	role	subject	surface	title
ERS453393.ERR503267_1	Sample 2192.H01a.Kitchen.Counter.145.lane1.NoIndex.L001						Kitchen counter swab	2/16/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS454092.ERR503966_1	Sample 2192.H01a.Kitchen.Counter.169.lane2.NoIndex.L002						Kitchen counter swab	2/17/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS454483.ERR504357_1	Sample 2192.H01a.Kitchen.Counter.193.lane2.NoIndex.L002						Kitchen counter swab	2/18/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS453370.ERR503244_1	Sample 2192.H01a.Kitchen.Counter.217.lane2.NoIndex.L002						Kitchen counter swab	2/19/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	All areas in house cleaned & Jack arrived from Vancouver	2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS454029.ERR503903_1	Sample 2192.H01a.Kitchen.Counter.241.lane2.NoIndex.L002						Kitchen counter swab	2/21/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS454228.ERR504102_1	Sample 2192.H01a.Kitchen.Counter.25.lane1.NoIndex.L001						Kitchen counter swab	2/11/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS454224.ERR504098_1	Sample 2192.H01a.Kitchen.Counter.265.lane2.NoIndex.L002						Kitchen counter swab	2/22/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS453576.ERR503450_1	Sample 2192.H01a.Kitchen.Counter.289.lane2.NoIndex.L002						Kitchen counter swab	2/24/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS453427.ERR503301_1	Sample 2192.H01a.Kitchen.Counter.313.lane2.NoIndex.L002						Kitchen counter swab	2/26/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS453519.ERR503393_1	Sample 2192.H01a.Kitchen.Counter.49.lane1.NoIndex.L001						Kitchen counter swab	2/12/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS454345.ERR504219_1	Sample 2192.H01a.Kitchen.Counter.73.lane1.NoIndex.L001						Kitchen counter swab	2/13/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS453431.ERR503305_1	Sample 2192.H01a.Kitchen.Counter.97.lane1.NoIndex.L001						Kitchen counter swab	2/14/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Counter	Gilbert_house_forensics_BE
ERS453438.ERR503312_1	Sample 2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001						Kitchen floor swab	2/15/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS453092.ERR502966_1	Sample 2192.H01a.Kitchen.Floor.146.lane1.NoIndex.L001						Kitchen floor swab	2/16/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS454006.ERR503880_1	Sample 2192.H01a.Kitchen.Floor.170.lane2.NoIndex.L002						Kitchen floor swab	2/17/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS454650.ERR504524_1	Sample 2192.H01a.Kitchen.Floor.194.lane2.NoIndex.L002						Kitchen floor swab	2/18/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS453967.ERR503841_1	Sample 2192.H01a.Kitchen.Floor.2.lane1.NoIndex.L001						Kitchen floor swab	2/10/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS453877.ERR503751_1	Sample 2192.H01a.Kitchen.Floor.218.lane2.NoIndex.L002						Kitchen floor swab	2/19/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS454084.ERR503958_1	Sample 2192.H01a.Kitchen.Floor.242.lane2.NoIndex.L002						Kitchen floor swab	2/21/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS453624.ERR503498_1	Sample 2192.H01a.Kitchen.Floor.26.lane1.NoIndex.L001						Kitchen floor swab	2/11/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS453130.ERR503004_1	Sample 2192.H01a.Kitchen.Floor.266.lane2.NoIndex.L002						Kitchen floor swab	2/22/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS453271.ERR503145_1	Sample 2192.H01a.Kitchen.Floor.290.lane2.NoIndex.L002						Kitchen floor swab	2/24/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS454011.ERR503885_1	Sample 2192.H01a.Kitchen.Floor.314.lane2.NoIndex.L002						Kitchen floor swab	2/26/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS454196.ERR504070_1	Sample 2192.H01a.Kitchen.Floor.50.lane1.NoIndex.L001						Kitchen floor swab	2/12/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS454259.ERR504133_1	Sample 2192.H01a.Kitchen.Floor.74.lane1.NoIndex.L001						Kitchen floor swab	2/13/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS454289.ERR504163_1	Sample 2192.H01a.Kitchen.Floor.98.lane1.NoIndex.L001						Kitchen floor swab	2/14/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Floor	Gilbert_house_forensics_BE
ERS453635.ERR503509_1	Sample 2192.H01a.Kitchen.Light.Switch.123.lane1.NoIndex.L001						Kitchen light switch swab	2/15/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS454401.ERR504275_1	Sample 2192.H01a.Kitchen.Light.Switch.147.lane1.NoIndex.L001						Kitchen light switch swab	2/16/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453855.ERR503729_1	Sample 2192.H01a.Kitchen.Light.Switch.171.lane2.NoIndex.L002						Kitchen light switch swab	2/17/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS454071.ERR503945_1	Sample 2192.H01a.Kitchen.Light.Switch.195.lane2.NoIndex.L002						Kitchen light switch swab	2/18/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS454017.ERR503891_1	Sample 2192.H01a.Kitchen.Light.Switch.219.lane2.NoIndex.L002						Kitchen light switch swab	2/19/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453136.ERR503010_1	Sample 2192.H01a.Kitchen.Light.Switch.243.lane2.NoIndex.L002						Kitchen light switch swab	2/21/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453704.ERR503578_1	Sample 2192.H01a.Kitchen.Light.Switch.267.lane2.NoIndex.L002						Kitchen light switch swab	2/22/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453962.ERR503836_1	Sample 2192.H01a.Kitchen.Light.Switch.27.lane1.NoIndex.L001						Kitchen light switch swab	2/11/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453900.ERR503774_1	Sample 2192.H01a.Kitchen.Light.Switch.291.lane2.NoIndex.L002						Kitchen light switch swab	2/24/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453336.ERR503210_1	Sample 2192.H01a.Kitchen.Light.Switch.3.lane1.NoIndex.L001						Kitchen light switch swab	2/10/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS454249.ERR504123_1	Sample 2192.H01a.Kitchen.Light.Switch.315.lane2.NoIndex.L002						Kitchen light switch swab	2/26/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE	Turtle Tank Cleaned - By Kitchen Sink	2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453651.ERR503525_1	Sample 2192.H01a.Kitchen.Light.Switch.51.lane1.NoIndex.L001						Kitchen light switch swab	2/12/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453511.ERR503385_1	Sample 2192.H01a.Kitchen.Light.Switch.75.lane1.NoIndex.L001						Kitchen light switch swab	2/13/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS453795.ERR503669_1	Sample 2192.H01a.Kitchen.Light.Switch.99.lane1.NoIndex.L001						Kitchen light switch swab	2/14/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:anthropogenic environmental material	ENVO:dust	1			H01a	41.88		-87.63		FALSE		2	4	0.5	0.75	none		House		House_01a	Kitchen_Light_Switch	Gilbert_house_forensics_BE
ERS454190.ERR504064_1	Sample 2192.H01a.Nose.105.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/14/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453387.ERR503261_1	Sample 2192.H01a.Nose.108.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/14/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454441.ERR504315_1	Sample 2192.H01a.Nose.111.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/14/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453270.ERR503144_1	Sample 2192.H01a.Nose.114.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/14/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454273.ERR504147_1	Sample 2192.H01a.Nose.12.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/10/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453738.ERR503612_1	Sample 2192.H01a.Nose.129.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/15/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS454264.ERR504138_1	Sample 2192.H01a.Nose.132.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/15/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453761.ERR503635_1	Sample 2192.H01a.Nose.135.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/15/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453211.ERR503085_1	Sample 2192.H01a.Nose.138.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/15/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453579.ERR503453_1	Sample 2192.H01a.Nose.15.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/10/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453796.ERR503670_1	Sample 2192.H01a.Nose.156.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/16/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453317.ERR503191_1	Sample 2192.H01a.Nose.159.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/16/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS454370.ERR504244_1	Sample 2192.H01a.Nose.162.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/16/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454708.ERR504582_1	Sample 2192.H01a.Nose.18.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/10/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454459.ERR504333_1	Sample 2192.H01a.Nose.180.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/17/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453163.ERR503037_1	Sample 2192.H01a.Nose.183.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/17/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453153.ERR503027_1	Sample 2192.H01a.Nose.186.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/17/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	Bag Metadata missing assuming 8:40pm, no cleaning	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453441.ERR503315_1	Sample 2192.H01a.Nose.204.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/18/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453766.ERR503640_1	Sample 2192.H01a.Nose.207.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/18/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453446.ERR503320_1	Sample 2192.H01a.Nose.210.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/18/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	Jack in Vancouver	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454649.ERR504523_1	Sample 2192.H01a.Nose.225.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/19/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453465.ERR503339_1	Sample 2192.H01a.Nose.228.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/19/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454178.ERR504052_1	Sample 2192.H01a.Nose.231.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/19/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453751.ERR503625_1	Sample 2192.H01a.Nose.234.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/19/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS454307.ERR504181_1	Sample 2192.H01a.Nose.249.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/21/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453629.ERR503503_1	Sample 2192.H01a.Nose.252.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/21/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS453404.ERR503278_1	Sample 2192.H01a.Nose.255.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/21/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
ERS453321.ERR503195_1	Sample 2192.H01a.Nose.258.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/21/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.4	H01a	41.88	child	-87.63		FALSE	2 Guests - 1 Males, 1 Female	2	4	0.5	0.75	none	male	Person		Person_01.4		Gilbert_house_forensics_BE
ERS453798.ERR503672_1	Sample 2192.H01a.Nose.273.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/22/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.1	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.1		Gilbert_house_forensics_BE
ERS453293.ERR503167_1	Sample 2192.H01a.Nose.276.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/22/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.2	H01a	41.88	adult	-87.63		FALSE		2	4	0.5	0.75	none	female	Person		Person_01.2		Gilbert_house_forensics_BE
ERS454714.ERR504588_1	Sample 2192.H01a.Nose.279.lane6.NoIndex.L006			UBERON:nostril	UBERON:mucus	UBERON:nostril	Skin swab	2/22/12	GAZ:United States of America	181.32	ENVO:urban biome	ENVO:human-associated habitat		1	human	Person_01.3	H01a	41.88	child	-87.63		FALSE		2	4	0.5	0.75	none	male	Person		Person_01.3		Gilbert_house_forensics_BE
