name	description	sourcemtoverride	samplemtoverride	SRA Accession #	SubjectID	Date Collected	Location	Latitude	Longitude	Country	body_site	body_habitat	body_product	sample_type	species common name	species	genus	subspecies	extraction_kit	miseq_run_number	Weight_to_use	habitat	Diet
EasternChimpanzee.BIpts0248.Feces.1.1				SRS2444935	BIpts0248	7/8/05	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts0257.Feces.1.1				SRS2444929	BIpts0257	7/14/05	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts0260.Feces.1.1				SRS2444928	BIpts0260	7/25/05	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts2414.Feces.1.1				SRS2444931	BIpts2414	4/21/07	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts2415.Feces.1.1				SRS2444930	BIpts2415	4/21/07	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts0367.Feces.1.1				SRS2444927	PApts0367	12/15/05	Parisi	"S 0¡13'16.22"""	"E 25¡51'32.87"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts0370.Feces.1.1				SRS2444801	PApts0370	1/4/06	Parisi	"S 0¡13'16.22"""	"E 25¡51'32.87"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts1038.Feces.1.1				SRS2444799	PApts1038	9/12/06	Parisi	"S 0¡13'16.22"""	"E 25¡51'32.87"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts1039.Feces.1.1				SRS2444800	PApts1039	9/12/06	Parisi	"S 0¡13'16.22"""	"E 25¡51'32.87"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts1044.Feces.1.1				SRS2444796	PApts1044	9/12/06	Parisi	"S 0¡13'16.22"""	"E 25¡51'32.87"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts1049.Feces.1.1				SRS2444798	PApts1049	9/15/06	Parisi	"S 0¡13'16.22"""	"E 25¡51'32.87"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts1059.Feces.1.1				SRS2444795	PApts1059	12/2/06	Parisi	"N 3¡43'53"""	"E 22¡17'14"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.PApts1065.Feces.1.1				SRS2444797	PApts1065	12/6/06	Parisi	"N 3¡43'53"""	"E 22¡17'14"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts0439.Feces.1.1				SRS2444793	UBpts0439	1/15/06	Ubangi	"N 3¡38'36"""	"E 22¡26'03"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts0445.Feces.1.1				SRS2444794	UBpts0445	1/18/06	Ubangi	"N 3¡38'36"""	"E 22¡26'03"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts0599.Feces.1.1				SRS2444955	UBpts0599	2/12/06	Ubangi	"N 3¡24'15"""	"E 22¡10'17"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts1430.Feces.1.1				SRS2444704	UBpts1430	1/9/07	Ubangi	"N 3¡24'15"""	"E 22¡10'17"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts1435.Feces.1.1				SRS2444874	UBpts1435	2/14/07	Ubangi	"N 3¡24'15"""	"E 22¡10'17"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts1446.Feces.1.1				SRS2444873	UBpts1446	2/22/07	Ubangi	"N 3¡38'36"""	"E 22¡26'03"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts1452.Feces.1.1				SRS2444880	UBpts1452	2/22/07	Ubangi	"N 3¡38'36"""	"E 22¡26'03"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts1454.Feces.1.1				SRS2444878	UBpts1454	2/22/07	Ubangi	"N 3¡24'15"""	"E 22¡10'17"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts2037.Feces.1.1				SRS2444879	UBpts2037	4/5/07	Ubangi	"N 3¡38'36"""	"E 22¡26'03"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.UBpts2041.Feces.1.1				SRS2444877	UBpts2041	6/15/07	Ubangi	"N 3¡38'36"""	"E 22¡26'03"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
ExtractionBlank.1.ExtractionBlank.1.1				SRS2444745	1									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.10.ExtractionBlank.1.1				SRS2444746	10									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.11.ExtractionBlank.1.1				SRS2444869	11									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.12.ExtractionBlank.1.1				SRS2444871	12									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.13.ExtractionBlank.1.1				SRS2444741	13									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.14.ExtractionBlank.1.1				SRS2444742	14									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	unknown_or_none
ExtractionBlank.15.ExtractionBlank.1.1				SRS2444744	15									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.16.ExtractionBlank.1.1				SRS2444743	16									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.17.ExtractionBlank.1.1				SRS2444870	17									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.18.ExtractionBlank.1.1				SRS2444872	18									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.19.ExtractionBlank.1.1				SRS2444616	19									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.2.ExtractionBlank.1.1				SRS2444618	2									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.20.ExtractionBlank.1.1				SRS2444619	20									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.21.ExtractionBlank.1.1				SRS2444620	21									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.22.ExtractionBlank.1.1				SRS2444621	22									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.23.ExtractionBlank.1.1				SRS2444622	23									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.24.ExtractionBlank.1.1				SRS2444623	24									Extraction blank					MOBIO POWERSOIL HTP	2	NA	NA	NA
ExtractionBlank.25.ExtractionBlank.1.1				SRS2444624	25									Extraction blank					Qiagen UCP Pathogen Mini Kit	2	NA	NA	NA
ExtractionBlank.27.ExtractionBlank.1.1				SRS2444625	27									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.28.ExtractionBlank.1.1				SRS2444626	28									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.29.ExtractionBlank.1.1				SRS2444756	29									Extraction blank					Qiagen UCP Mini Pathogen Kit	2	NA	NA	NA
ExtractionBlank.3.Feces.1.1				SRS2444755	3									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.30.ExtractionBlank.1.1				SRS2444753	30									Extraction blank					Qiagen UCP Mini Pathogen Kit	2	NA	NA	NA
ExtractionBlank.31.blank.1.1				SRS2444754	31									Extraction blank					Qiagen UCP Mini Pathogen Kit	2	NA	NA	NA
ExtractionBlank.32.blank.1.1				SRS2444752	32									Extraction blank					Qiagen UCP Mini Pathogen Kit	2	NA	NA	NA
ExtractionBlank.4.ExtractionBlank.1.1				SRS2444751	4									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.5.ExtractionBlank.1.1				SRS2444750	5									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	unknown_or_none
ExtractionBlank.6.ExtractionBlank.1.1				SRS2444749	6									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.7.Feces.1.1				SRS2444748	7									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.8.ExtractionBlank.1.1				SRS2444747	8									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.9.ExtractionBlank.1.1				SRS2444833	9									Extraction blank					MOBIO POWERSOIL HTP	1	NA	NA	NA
ExtractionBlank.B1.whales.1.1				SRS2444834	B1 - blank for whales									Extraction blank					PSP Stool	3	NA	wild	unknown_or_none
ExtractionBlank.B2.whales.1.1				SRS2444831	B2 - blank for whales									Extraction blank					PSP Stool	3	NA	wild	NA
ExtractionBlank.B3.whales.1.1				SRS2444832	B3 - blank for whales									Extraction blank					PSP Stool	3	NA	wild	NA
ExtractionBlank.Blank30.ExtractionBlank.1.1				SRS2444726	Blank30									Extraction blank					Qiagen UCP Pathogen Mini Kit	2	NA	NA	NA
ExtractionBlank.D2.ExtractionBlank.1.1				SRS2444829	D2									Extraction blank					Qiagen UCP Pathogen Mini Kit	2	NA	NA	NA
Ferret.2.Feces.1.1				SRS2444836	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Ferret	putorius	mustela		MOBIO POWERSOIL HTP	1	1500	domestic	Carnivore
Ferret.3.Feces.1.1				SRS2444951	3		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Ferret	putorius	mustela		MOBIO POWERSOIL HTP	1	2500	domestic	Carnivore
FlemishGiantRabbit.0.Feces.1.1				SRS2444949	0		"Elizabethtown, PA Fair"	N 40.152872¡	W 76.602745¡	USA	Colon	UBERON:feces	Colon	Stool	Rabbit	cuniculus	oryctolagus		MOBIO POWERSOIL HTP	2	8200	domestic	Herbivore
Fluke.0.Feces.1.1				SRS2444948	0		"Atlantic City, NJ"	N 39.364283¡	W 74.422927¡	USA	Colon	UBERON:feces	Colon	Stool	Fluke	dentatus	paralichthys		MOBIO POWERSOIL HTP	2	1300	wild	Carnivore
Fly.SH0.Gut.1.1				SRS2444954	SH0		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Fly	sericata	lucilia		Qiagen UCP Mini Pathogen Kit	2	0.0527	wild	Omnivore
GENEBLOCK1.0.GeneBlock.1.1				SRS2444684	GeneBlock		PennCHOP Microbiome Core							GeneBlock					NA	2	NA	NA	NA
GENEBLOCK2.0.GeneBlock.1.1				SRS2444676	GeneBlock		PennCHOP Microbiome Core							GeneBlock					NA	2	NA	NA	NA
Gerbil.1.Feces.1.1				SRS2444678	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Gerbil	gerbillus	gerbillus		MOBIO POWERSOIL HTP	1	92.5	domestic	Herbivore
Gerbil.2.Feces.1.1				SRS2444679	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Gerbil	gerbillus	gerbillus		MOBIO POWERSOIL HTP	1	92.5	domestic	Herbivore
Gerbil.3.Feces.1.1				SRS2444680	3		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Gerbil	gerbillus	gerbillus		MOBIO POWERSOIL HTP	1	92.5	domestic	Herbivore
GiantMillipede.0.Feces.1.2				SRS2444913	0		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Giant Millipede	gigas	archispirostreptus		Qiagen UCP Mini Pathogen Kit	2	30.15	domestic	Omnivore
Gorilla.BQgor0640.Feces.1.1				SRS2444810	BQggg0640	2/5/03	Belgique	N 3.38817¡	E 13.07586¡	Cameroon	Colon	UBERON:feces	Colon	Stool	Western lowland gorilla	gorilla	gorilla		MOBIO POWERSOIL HTP	1	798960	wild	Folivore
Gorilla.DGgor0408.Feces.1.1				SRS2444808	DGggg0408	5/22/04	Diang	N 4.60848¡	E 13.12748¡	Cameroon	Colon	UBERON:feces	Colon	Stool	Western lowland gorilla	gorilla	gorilla		MOBIO POWERSOIL HTP	1	798960	wild	Folivore
Gorilla.GTgor145.Feces.1.1				SRS2444809	GTggg145	2/22/08	Goualougo Triangle	N 2.2706¡	E 16.5051¡	Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Western lowland gorilla	gorilla	gorilla		MOBIO POWERSOIL HTP	1	800960	wild	Folivore
Gorilla.KEgor1471.Feces.1.1				SRS2444814	KEgbg1471	2/26/07	"Kasese, Katulu"	"S 1¡38'07.62"""	"E 27¡06'36.92"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern lowland gorilla	graueri	beringei		MOBIO POWERSOIL HTP	1	800960	wild	Folivore
Gorilla.OPgor1909.Feces.1.1				SRS2444813	OPgbg1909	6/18/07	Opienge	"N 0¡14'19.82"""	"E 27¡25'45.13"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern lowland gorilla	graueri	beringei		MOBIO POWERSOIL HTP	1	800960	wild	Folivore
GuineaPig.1.Feces.1.1				SRS2444812	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Guinea Pig	porcellus	cavia		MOBIO POWERSOIL HTP	1	800	domestic	Herbivore
GuineaPig.2.Feces.1.1				SRS2444811	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Guinea Pig	porcellus	cavia		MOBIO POWERSOIL HTP	1	800	domestic	Herbivore
H2O.PCRH2O1.PCRH2O.1.1				SRS2444818	PCRH2O1									PCR H2O					Qiagen UCP Pathogen Mini Kit	2	NA	NA	NA
H2O.PCRH2O2.PCRH2O.1.1				SRS2444817	PCRH2O2									PCR H2O					Qiagen UCP Mini Pathogen Kit	2	NA	NA	NA
Hamster.1.Feces.1.1				SRS2444886	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Hamster	auratus	mesocricetus		MOBIO POWERSOIL HTP	1	110	domestic	Omnivore
Hamster.2.Feces.1.1				SRS2444884	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Hamster	auratus	mesocricetus		MOBIO POWERSOIL HTP	1	110	domestic	Omnivore
Hamster.3.Feces.1.1				SRS2444881	3		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Hamster	auratus	mesocricetus		MOBIO POWERSOIL HTP	1	110	domestic	Omnivore
HermitCrab.0.Feces.1.1				SRS2444888	0		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Hermit Crab	sp.	coenobita		MOBIO POWERSOIL HTP	1	42.4	domestic	Omnivore
HissingCockroach.0.Feces.1.1				SRS2444883	0		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Hissing Cockroach	portentosa	gromphadorhina		MOBIO POWERSOIL HTP	2	22.7	domestic	Omnivore
HissingCockroach.0.Feces.2.1				SRS2444885	0		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Hissing Cockroach	portentosa	gromphadorhina		Qiagen UCP Mini Pathogen Kit	2	22.7	domestic	Omnivore
HolsteinCow.0.Feces.1.1				SRS2444875	0		"Elizabethtown, PA Fair"	N 40.152872¡	W 76.602745¡	USA	Colon	UBERON:feces	Colon	Stool	Cow	taurus	bos		MOBIO POWERSOIL HTP	2	750000	domestic	Herbivore
Hornworm.1.Gut.1.1				SRS2444531	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Hornworm	quinquemaculata	manduca		Qiagen UCP Pathogen Mini Kit	2	1.2308	domestic	Herbivore
Hornworm.2.Gut.1.1				SRS2444530	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Hornworm	quinquemaculata	manduca		Qiagen UCP Pathogen Mini Kit	2	0.3157	domestic	Herbivore
Horse.AH0.Feces.1.1				SRS2444984	AH0		"Allenwood, PA"	N 41.107582¡	W 76.898297¡	USA	Colon	UBERON:feces	Colon	Stool	Horse	caballus	equus		MOBIO POWERSOIL HTP	1	689460.4	domestic	Herbivore
HouseCricket.1.Gut.1.1				SRS2444971	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Cricket	domesticus	acheta		Qiagen UCP Pathogen Mini Kit	2	0.265	wild	Omnivore
HouseMouse.1.Feces.1.1				SRS2444650	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Mouse	musculus	mus		Qiagen UCP Mini Pathogen Kit	2	21	domestic	Omnivore
HouseMouse.2.Feces.1.1				SRS2444677	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Mouse	musculus	mus		Qiagen UCP Mini Pathogen Kit	2	21	domestic	Omnivore
Human.2011.Feces.1.1				SRS2444648	2011		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	1	80700	domestic	Omnivore
Human.2011.Feces.2.1				SRS2444647	2011		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2012.Feces.1.1				SRS2444646	2012		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2016.Feces.1.1				SRS2444645	2016		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	1	80700	domestic	Omnivore
Human.2019.Feces.1.1				SRS2444644	2019		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2200.Feces.1.1				SRS2444643	2200		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2202.Feces.1.1				SRS2444653	2202		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	1	80700	domestic	Omnivore
Human.2203.Feces.1.1				SRS2444939	2203		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	1	80700	domestic	Omnivore
Human.2203.Feces.2.1				SRS2444938	2203		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2204.Feces.1.1				SRS2444941	2204		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2207.Feces.1.1				SRS2444940	2207		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	1	80700	domestic	Omnivore
Human.2207.Feces.2.1				SRS2444944	2207		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2209.Feces.1.1				SRS2444942	2209		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	1	80700	domestic	Omnivore
Human.2209.Feces.1.2				SRS2444947	2209		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2209.Feces.2.1				SRS2444943	2209		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.2210.Feces.1.1				SRS2444937	2210		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Human.B201601.Feces.1.1				SRS2444936	B201601		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Human	Homo sapiens	homo		MOBIO POWERSOIL HTP	2	80700	domestic	Omnivore
Isopod.2.Gut.1.1				SRS2444821	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Woodlouse	laevis	porcellio		Qiagen UCP Mini Pathogen Kit	2	0.0215	wild	Herbivore
JerseyCow.0.Feces.1.1				SRS2444820	0		"Elizabethtown, PA Fair"	N 40.152872¡	W 76.602745¡	USA	Colon	UBERON:feces	Colon	Stool	Cow	taurus	bos		MOBIO POWERSOIL HTP	2	750000	domestic	Herbivore
LabMosquito.AS15.Gut.1.1				SRS2444731	AS15		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Lab Mosquito (stephensi)	stephensi	anopheles		Qiagen UCP Pathogen Mini Kit	2	0.0025	lab	Carnivore
LabMouse.65L1.Feces.1.1				SRS2444729	65L1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Mouse	musculus	mus		Qiagen UCP Mini Pathogen Kit	2	55.4	lab	Omnivore
LabMouse.65R1.Feces.1.1				SRS2444730	65R1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Mouse	musculus	mus		Qiagen UCP Mini Pathogen Kit	2	55.4	lab	Omnivore
