name	description	sourcemtoverride	samplemtoverride	SRA Accession #	SubjectID	Date Collected	Location	Latitude	Longitude	Country	body_site	body_habitat	body_product	sample_type	species common name	species	genus	subspecies	extraction_kit	miseq_run_number	Weight_to_use	habitat	Diet
Bonobo.IKpp3777.Feces.1.1				SRS2444925	IKpp3777	1/5/12	Ikela	"S 1¡07.390"""	E 23¡37.308	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.IKpp4184.Feces.1.1				SRS2444924	IKpp4184	10/18/14	Ikela	"S 1¡07'43.7"""	"E 23¡39'49.9"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.IKpp4214.Feces.1.1				SRS2444558	IKpp4214	11/27/14	Ikela	"S 1¡09'19.7"""	"E 23¡37'10.2"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp02.Feces.1.1				SRS2444559	KRpp02	9/28/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp05.Feces.1.1				SRS2444560	KRpp05	9/29/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp07.Feces.1.1				SRS2444561	KRpp07	10/21/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp10.Feces.1.1				SRS2444562	KRpp10	10/21/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp12.Feces.1.1				SRS2444563	KRpp12	10/28/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp21.Feces.1.1				SRS2444564	KRpp21	11/7/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp33.Feces.1.1				SRS2444565	KRpp33	12/6/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp35.Feces.1.1				SRS2444566	KRpp35	12/7/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp52.Feces.1.1				SRS2444567	KRpp52	12/19/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp57.Feces.1.1				SRS2444589	KRpp57	12/19/06	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.KRpp67.Feces.1.1				SRS2444588	KRpp67	1/4/07	Kokolopori	"N 0¡12'43.21"""	"E 22¡51'09.45"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LGpp4327.Feces.1.1				SRS2444584	LGpp4327	1/8/16	Lingunda	"N 0¡34'50.7"""	"E 20¡47'51.2"""	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp645.Feces.1.1				SRS2444587	LKpp645	3/24/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp647.Feces.1.1				SRS2444586	LKpp647	3/28/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp653.Feces.1.1				SRS2444592	LKpp653	4/6/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp661.Feces.1.1				SRS2444593	LKpp661	5/5/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp665.Feces.1.1				SRS2444723	LKpp665	5/11/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp668.Feces.1.1				SRS2444724	LKpp668	5/11/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp670.Feces.1.1				SRS2444721	LKpp670	5/11/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp682.Feces.1.1				SRS2444722	LKpp682	5/19/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp685.Feces.1.1				SRS2444719	LKpp685	5/19/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.LKpp686.Feces.1.1				SRS2444720	LKpp686	5/24/06	Lui-kotal	S 2¡45.802	E 20¡22.718	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3793.Feces.1.1				SRS2444717	TL2pp3793	10/9/12	TL2	S 2.71434¡	E 25.13563¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3797.Feces.1.1				SRS2444718	TL2pp3797	10/9/12	TL2	S 2.71464¡	E 25.13543¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3814.Feces.1.1				SRS2444725	TL2pp3814	11/19/12	TL2	S 2.73634¡	E 25.11536¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3816.Feces.1.1				SRS2444727	TL2pp3816	11/19/12	TL2	S 2.73634¡	E 25.11536¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3820.Feces.1.1				SRS2444861	TL2pp3820	11/19/12	TL2	S 2.69626¡	E 25.13756¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3821.Feces.1.1				SRS2444862	TL2pp3821	11/19/12	TL2	S 2.69672¡	E 25.13752¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3824.Feces.1.1				SRS2444860	TL2pp3824	11/19/12	TL2	S 2.69673¡	E 25.13754¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3826.Feces.1.1				SRS2444859	TL2pp3826	11/19/12	TL2	S 2.69610¡	E 25.13711¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3838.Feces.1.1				SRS2444866	TL2pp3838	11/26/12	TL2	S 2.69751¡	E 25.13761¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3842.Feces.1.1				SRS2444865	TL2pp3842	11/26/12	TL2	S 2.69776¡	E 25.13740¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3856.Feces.1.1				SRS2444864	TL2pp3856	11/28/12	TL2	S 2.69353¡	E 25.13725¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3862.Feces.1.1				SRS2444863	TL2pp3862	11/28/12	TL2	S 2.69321¡	E 25.13744¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3882.Feces.1.1				SRS2444868	TL2pp3882	12/12/12	TL2	S 2.67151¡	E 25.14455¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3889.Feces.1.1				SRS2444867	TL2pp3889	12/12/12	TL2	S 2.67129¡	E 25.14424¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3905.Feces.1.1				SRS2444995	TL2pp3905	11/26/12	TL2	S 2.69218¡	E 25.13.760¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3910.Feces.1.1				SRS2444996	TL2pp3910	10/9/12	TL2	S 2.71429¡	E 25.13545¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3911.Feces.1.1				SRS2444997	TL2pp3911	1/8/13	TL2	S 2.71764¡	E 25.13718¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3915.Feces.1.1				SRS2444655	TL2pp3915	1/8/13	TL2	S 2.71777¡	E 25.13698¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3916.Feces.1.1				SRS2444991	TL2pp3916	1/11/13	TL2	S 2.73126¡	E 25.14773¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3918.Feces.1.1				SRS2444703	TL2pp3918	1/11/13	TL2	S 2.73117¡	E 25.14776¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3925.Feces.1.1				SRS2444993	TL2pp3925	2/14/13	TL2 (West)	S 2.73794¡	E 25.08592¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3926.Feces.1.1				SRS2444994	TL2pp3926	2/14/13	TL2 (West)	S 2.73790¡	E 25.08533¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3927.Feces.1.1				SRS2444989	TL2pp3927	2/13/13	TL2	S 2.46740¡	E 25.10224¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3929.Feces.1.1				SRS2444990	TL2pp3929	2/13/13	TL2	S 2.46748¡	E 25.10211¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3932.Feces.1.1				SRS2445002	TL2pp3932	2/15/13	TL2 (West)	S 2.73758¡	E 25.08219¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3936.Feces.1.1				SRS2445001	TL2pp3936	2/15/13	TL2 (West)	S 2.73733¡	E 25.08259¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3939.Feces.1.1				SRS2445004	TL2pp3939	2/15/13	TL2 (West)	S 2.73741¡	E 25.08270¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3940.Feces.1.1				SRS2445003	TL2pp3940	2/15/13	TL2 (West)	S 2.73773¡	E 25.08260¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3942.Feces.1.1				SRS2445007	TL2pp3942	2/15/13	TL2 (West)	S 2.73769¡	E 25.08246¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3943.Feces.1.1				SRS2445005	TL2pp3943	2/13/13	TL2	S 2.46743¡	E 25.10205¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3944.Feces.1.1				SRS2445009	TL2pp3944	2/13/13	TL2	S 2.46740¡	E 25.10197¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3945.Feces.1.1				SRS2445006	TL2pp3945	2/13/13	TL2	S 2.46741¡	E 25.10191¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3946.Feces.1.1				SRS2445010	TL2pp3946	2/13/13	TL2	S 2.46726¡	E 25.10183¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
Bonobo.TLpp3948.Feces.1.1				SRS2445008	TL2pp3948	2/13/13	TL2 (West)	S 2.47118¡	E 25.08098¡	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Bonobo	paniscus	pan		MOBIO POWERSOIL HTP	1	35000	wild	Omnivore
BoxElder.1.Gut.1.1				SRS2444668	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Box elder	trivittata	boisea		Qiagen UCP Mini Pathogen Kit	2	0.0475	wild	Herbivore
BoxElder.2.Gut.1.1				SRS2444669	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Box elder	trivittata	boisea		Qiagen UCP Mini Pathogen Kit	2	0.0303	wild	Herbivore
CaliforniaRabbit.0.Feces.1.1				SRS2444666	0		"Elizabethtown, PA Fair"	N 40.152872¡	W 76.602745¡	USA	Colon	UBERON:feces	Colon	Stool	Rabbit	cuniculus	oryctolagus		MOBIO POWERSOIL HTP	2	2200	domestic	Herbivore
Cat.0.Feces.1.1				SRS2444667	0		"Allenwood, PA"	N 41.107582¡	W 76.898297¡	USA	Colon	UBERON:feces	Colon	Stool	Cat	catus	felis		MOBIO POWERSOIL HTP	2	6800	domestic	Carnivore
CentralChimpanzee.BQptt481.Feces.1.1				SRS2444673	BQptt481	7/5/04	Belgique	N 3.37¡ et 3.45¡	E 13.11¡ et 13.17¡	Cameroon	Colon	UBERON:feces	Colon	Stool	Central Chimpanzee	troglodytes	pan	troglodytes	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
CentralChimpanzee.GTptt306.Feces.1.1				SRS2444672	GTptt306	9/30/04	Goualougo Triangle	N 2.18227	E 16.53528	Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Central Chimpanzee	troglodytes	pan	troglodytes	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
CentralChimpanzee.MTptt350.Feces.1.1				SRS2444670	MTptt350	2/29/04	Minta	N 4.58189	E 12.89094	Cameroon	Colon	UBERON:feces	Colon	Stool	Central Chimpanzee	troglodytes	pan	troglodytes	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
CentralChimpanzee.SYptt43.Feces.1.1				SRS2444671	SYptt43	5/25/10	Sanaga Yong	"N 4¡51'59.14"""	"E 13¡10'01.75"""	Cameroon	Colon	UBERON:feces	Colon	Stool	Central Chimpanzee	troglodytes	pan	troglodytes	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
CentralChimpanzee.TCptt98.Feces.1.1				SRS2444674	TCptt98	7/28/09	Tchimpounga	"S 4¡31'03.38"""	"E 11¡49'55.93"""	Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Central Chimpanzee	troglodytes	pan	troglodytes	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
Cockatiel.1.Feces.1.1				SRS2444675	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Cockatiel	hollandicus	nymphicus		MOBIO POWERSOIL HTP	1	80	domestic	Herbivore
Cockatiel.2.Feces.1.1				SRS2444773	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Cockatiel	hollandicus	nymphicus		MOBIO POWERSOIL HTP	1	80	domestic	Herbivore
Cow.cvs1.Feces.1.1				SRS2444771	cvs1		"Kennet Square, PA"	N 39.846777¡	W 75.711603¡	USA	Colon	UBERON:feces	Colon	Stool	Cow	taurus	bos		MOBIO POWERSOIL HTP	1	750000	domestic	Herbivore
Cow.cvs3.Feces.1.1				SRS2444778	cvs3		"Kennet Square, PA"	N 39.846777¡	W 75.711603¡	USA	Colon	UBERON:feces	Colon	Stool	Cow	taurus	bos		MOBIO POWERSOIL HTP	1	750000	domestic	Herbivore
Cow.cvs4.Feces.1.1				SRS2444777	cvs4		"Kennet Square, PA"	N 39.846777¡	W 75.711603¡	USA	Colon	UBERON:feces	Colon	Stool	Cow	taurus	bos		MOBIO POWERSOIL HTP	1	750000	domestic	Herbivore
Cow.vsc2.Feces.1.1				SRS2444776	vsc2		"Kennet Square, PA"	N 39.846777¡	W 75.711603¡	USA	Colon	UBERON:feces	Colon	Stool	Cow	taurus	bos		MOBIO POWERSOIL HTP	1	750000	domestic	Herbivore
Crab.1.Gut.1.1				SRS2444770	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Crab	sapidus	callinectes		Qiagen UCP Pathogen Mini Kit	2	675	wild	Omnivore
Crab.8.Gut.1.1				SRS2444635	8		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Crab	sapidus	callinectes		Qiagen UCP Mini Pathogen Kit	2	675	wild	Omnivore
Cricket.1.Gut.1.1				SRS2444637	1		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Cricket	domesticus	acheta		Qiagen UCP Pathogen Mini Kit	2	0.4999	wild	Omnivore
Cricket.2.Gut.1.1				SRS2444638	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Cricket	domesticus	acheta		Qiagen UCP Pathogen Mini Kit	2	0.4778	wild	Omnivore
Cricket.4.Gut.1.1				SRS2444632	4		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Cricket	domesticus	acheta		Qiagen UCP Pathogen Mini Kit	2	0.2608	wild	Omnivore
DaggerMoth.0.Gut.1.1				SRS2444824	0		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Dagge rMoth	americana	acronicta		Qiagen UCP Pathogen Mini Kit	2	1.3573	wild	Herbivore
DissectionBlank.BlankD4.DissectionBlank.1.1				SRS2444975	BlankD4									Dissection blank					Qiagen UCP Pathogen Mini Kit	2	NA	NA	NA
DissectionBlank.D1.Drosophila.1.1				SRS2444822	D1									Dissection blank					Qiagen UCP Pathogen Mini Kit	2	NA	NA	NA
DissectionBlank.D3.DissectionBlank.1.1				SRS2444974	D3									Dissection blank					Qiagen UCP Pathogen Mini Kit	2	NA	NA	NA
DissectionBlank.D5.blank.1.1				SRS2444977	D5									Dissection blank					Qiagen UCP Mini Pathogen Kit	2	NA	NA	NA
DissectionBlank.D6.blank.1.1				SRS2444976	D6									Dissection blank					Qiagen UCP Mini Pathogen Kit	2	NA	NA	NA
Dog.G.Feces.2.1				SRS2444979	G	"March, 2017"	"Wallingford, PA"	N 39.893288¡	W 75.363080¡	USA	Colon	UBERON:feces	Colon	Stool	Dog	lupus	canis	familiaris	MOBIO POWERSOIL HTP	2	23000	domestic	Carnivore
Dog.O.Feces.1.1				SRS2444826	O	"March, 2017"	"Wallingford, PA"	N 39.893288¡	W 75.363080¡	USA	Colon	UBERON:feces	Colon	Stool	Dog	lupus	canis	familiaris	MOBIO POWERSOIL HTP	1	21000	domestic	Carnivore
Dog.O.Feces.2.1				SRS2444825	O	"March, 2017"	"Wallingford, PA"	N 39.893288¡	W 75.363080¡	USA	Colon	UBERON:feces	Colon	Stool	Dog	lupus	canis	familiaris	MOBIO POWERSOIL HTP	2	22000	domestic	Carnivore
Drosophila.PSWD11_fall.Gut.1.1				SRS2444857	PSWD11	"March, 2017"	"Media, PA"	N 39.916778¡	W 75.387693¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Drosophila	melanogaster	drosophila		Qiagen UCP Pathogen Mini Kit	2	0.0011	wild	Herbivore
Drosophila.PSWD13_2016.Gut.1.1				SRS2444711	PSWD13	"March, 2017"	"Media, PA"	N 39.916778¡	W 75.387693¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Drosophila	melanogaster	drosophila		Qiagen UCP Pathogen Mini Kit	2	0.0014	wild	Herbivore
Drosophila.PSWD14_2016.Gut.1.1				SRS2444709	PSWD14	"March, 2017"	"Media, PA"	N 39.916778¡	W 75.387693¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Drosophila	melanogaster	drosophila		Qiagen UCP Pathogen Mini Kit	2	0.0012	wild	Herbivore
Drosophila.PSWD2_spring.Gut.1.1				SRS2444705	PSWD2	"March, 2017"	"Media, PA"	N 39.916778¡	W 75.387693¡	USA	UBERON:multi-cellular organism		UBERON:intestine	Gut	Drosophila	melanogaster	drosophila		Qiagen UCP Pathogen Mini Kit	2	0.0011	wild	Herbivore
EagleOwl.2.Feces.1.1				SRS2444582	2		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Eagle Owl	bubo	bubo		Qiagen UCP Mini Pathogen Kit	2	1750	domestic	Carnivore
EagleOwl.3.Feces.1.1				SRS2444583	3		"Philadelphia, PA"	N 39.952584¡	W 75.165222¡	USA	Colon	UBERON:feces	Colon	Stool	Eagle Owl	bubo	bubo		Qiagen UCP Mini Pathogen Kit	2	1750	domestic	Carnivore
EasternChimpanzee.BIpts0054.Feces.1.1				SRS2444568	BIpts0054	3/15/03	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts0055.Feces.1.1				SRS2444569	BIpts0055	3/15/03	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts0093.Feces.1.1				SRS2444932	BIpts0093	3/15/03	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts0097.Feces.1.1				SRS2444933	BIpts0097	4/25/03	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
EasternChimpanzee.BIpts0246.Feces.1.1				SRS2444934	BIpts0246	5/19/05	Babingi	S 0¡03.487	E 25¡35.339	Democratic Republic of the Congo	Colon	UBERON:feces	Colon	Stool	Eastern Chimpanzee	troglodytes	pan	schweinfurthii	MOBIO POWERSOIL HTP	1	40000	wild	Omnivore
