name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	elevation	env_biome	env_feature	env_matter	geo_loc_name	host_subject_id	latitude	longitude	region	sample_type	sequencecenter	title
1927.SRS011157.SRX020659.SRR045036	Sample 1927.SRS011157.SRX020659.SRR045036			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700014956	39	-77	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011157.SRX020661.SRR044808	Sample 1927.SRS011157.SRX020661.SRR044808			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700014956	39	-77	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011159.SRX020663.SRR045145	Sample 1927.SRS011159.SRX020663.SRR045145			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700014968	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011159.SRX020667.SRR045224	Sample 1927.SRS011159.SRX020667.SRR045224			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700014968	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011161.SRX020659.SRR045028	Sample 1927.SRS011161.SRX020659.SRR045028			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700014973	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011161.SRX020661.SRR044801	Sample 1927.SRS011161.SRX020661.SRR044801			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700014973	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011163.SRX020537.SRR045380	Sample 1927.SRS011163.SRX020537.SRR045380			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700014976	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011163.SRX020570.SRR045452	Sample 1927.SRS011163.SRX020570.SRR045452			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700014976	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011165.SRX020659.SRR045005	Sample 1927.SRS011165.SRX020659.SRR045005			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700014979	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011165.SRX020661.SRR044777	Sample 1927.SRS011165.SRX020661.SRR044777			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700014979	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011167.SRX020659.SRR045052	Sample 1927.SRS011167.SRX020659.SRR045052			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700014982	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011167.SRX020661.SRR044828	Sample 1927.SRS011167.SRX020661.SRR044828			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700014982	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011169.SRX020663.SRR045141	Sample 1927.SRS011169.SRX020663.SRR045141			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700014985	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011169.SRX020667.SRR045220	Sample 1927.SRS011169.SRX020667.SRR045220			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700014985	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011171.SRX020515.SRR045363	Sample 1927.SRS011171.SRX020515.SRR045363			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700014988	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011171.SRX020537.SRR045382	Sample 1927.SRS011171.SRX020537.SRR045382			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700014988	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011171.SRX020570.SRR047528	Sample 1927.SRS011171.SRX020570.SRR047528			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700014988	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011173.SRX020659.SRR045043	Sample 1927.SRS011173.SRX020659.SRR045043			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700014991	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011173.SRX020661.SRR044818	Sample 1927.SRS011173.SRX020661.SRR044818			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700014991	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011175.SRX020659.SRR044992	Sample 1927.SRS011175.SRX020659.SRR044992			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700014994	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011175.SRX020661.SRR044766	Sample 1927.SRS011175.SRX020661.SRR044766			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700014994	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011177.SRX020659.SRR045018	Sample 1927.SRS011177.SRX020659.SRR045018			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700014997	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011177.SRX020661.SRR047461	Sample 1927.SRS011177.SRX020661.SRR047461			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700014997	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011179.SRX020515.SRR045376	Sample 1927.SRS011179.SRX020515.SRR045376			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015000	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011179.SRX020537.SRR045397	Sample 1927.SRS011179.SRX020537.SRR045397			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015000	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011179.SRX020570.SRR045464	Sample 1927.SRS011179.SRX020570.SRR045464			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015000	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011180.SRX020537.SRR045391	Sample 1927.SRS011180.SRX020537.SRR045391			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015003	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011180.SRX020570.SRR045459	Sample 1927.SRS011180.SRX020570.SRR045459			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015003	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011181.SRX020537.SRR045389	Sample 1927.SRS011181.SRX020537.SRR045389			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015006	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011181.SRX020570.SRR045457	Sample 1927.SRS011181.SRX020570.SRR045457			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015006	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011182.SRX020537.SRR045378	Sample 1927.SRS011182.SRX020537.SRR045378			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700015009	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011182.SRX020570.SRR045449	Sample 1927.SRS011182.SRX020570.SRR045449			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700015009	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011271.SRX020659.SRR045051	Sample 1927.SRS011271.SRX020659.SRR045051			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700015250	39	-77	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011271.SRX020661.SRR044827	Sample 1927.SRS011271.SRX020661.SRR044827			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700015250	39	-77	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011273.SRX020659.SRR045049	Sample 1927.SRS011273.SRX020659.SRR045049			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700015260	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011273.SRX020661.SRR044825	Sample 1927.SRS011273.SRX020661.SRR044825			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700015260	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011275.SRX020659.SRR044995	Sample 1927.SRS011275.SRX020659.SRR044995			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700015265	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011275.SRX020661.SRR044769	Sample 1927.SRS011275.SRX020661.SRR044769			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700015265	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011277.SRX020515.SRR045360	Sample 1927.SRS011277.SRX020515.SRR045360			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700015268	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011277.SRX020571.SRR045480	Sample 1927.SRS011277.SRX020571.SRR045480			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700015268	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011279.SRX020661.SRR047466	Sample 1927.SRS011279.SRX020661.SRR047466			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700015271	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011279.SRX020662.SRR045406	Sample 1927.SRS011279.SRX020662.SRR045406			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700015271	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011279.SRX020664.SRR045429	Sample 1927.SRS011279.SRX020664.SRR045429			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700015271	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011281.SRX020663.SRR045160	Sample 1927.SRS011281.SRX020663.SRR045160			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700015274	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011281.SRX020667.SRR045239	Sample 1927.SRS011281.SRX020667.SRR045239			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700015274	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011283.SRX020659.SRR045032	Sample 1927.SRS011283.SRX020659.SRR045032			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700015277	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011283.SRX020661.SRR047464	Sample 1927.SRS011283.SRX020661.SRR047464			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700015277	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011285.SRX020571.SRR045492	Sample 1927.SRS011285.SRX020571.SRR045492			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700015280	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011285.SRX020663.SRR045169	Sample 1927.SRS011285.SRX020663.SRR045169			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700015280	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011285.SRX020667.SRR045248	Sample 1927.SRS011285.SRX020667.SRR045248			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700015280	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011287.SRX020662.SRR045413	Sample 1927.SRS011287.SRX020662.SRR045413			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015283	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011287.SRX020663.SRR045193	Sample 1927.SRS011287.SRX020663.SRR045193			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015283	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011287.SRX020664.SRR045439	Sample 1927.SRS011287.SRX020664.SRR045439			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015283	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011287.SRX020667.SRR045267	Sample 1927.SRS011287.SRX020667.SRR045267			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015283	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011289.SRX020659.SRR045058	Sample 1927.SRS011289.SRX020659.SRR045058			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015286	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011289.SRX020661.SRR044835	Sample 1927.SRS011289.SRX020661.SRR044835			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015286	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011290.SRX020515.SRR045368	Sample 1927.SRS011290.SRX020515.SRR045368			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015289	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011290.SRX020537.SRR045386	Sample 1927.SRS011290.SRX020537.SRR045386			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015289	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011290.SRX020570.SRR047531	Sample 1927.SRS011290.SRX020570.SRR047531			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015289	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011290.SRX020571.SRR045485	Sample 1927.SRS011290.SRX020571.SRR045485			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015289	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011292.SRX020537.SRR045395	Sample 1927.SRS011292.SRX020537.SRR045395			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015292	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011292.SRX020570.SRR047532	Sample 1927.SRS011292.SRX020570.SRR047532			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015292	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011293.SRX020515.SRR049319	Sample 1927.SRS011293.SRX020515.SRR049319			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015295	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011293.SRX020537.SRR045379	Sample 1927.SRS011293.SRX020537.SRR045379			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015295	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011293.SRX020570.SRR045451	Sample 1927.SRS011293.SRX020570.SRR045451			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015295	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011294.SRX020537.SRR045398	Sample 1927.SRS011294.SRX020537.SRR045398			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015298	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011294.SRX020570.SRR049323	Sample 1927.SRS011294.SRX020570.SRR049323			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700015298	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011296.SRX020659.SRR049237	Sample 1927.SRS011296.SRX020659.SRR049237			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700015301	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011296.SRX020661.SRR044833	Sample 1927.SRS011296.SRX020661.SRR044833			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700015301	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011300.SRX020659.SRR045006	Sample 1927.SRS011300.SRX020659.SRR045006			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700015407	39	-77	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011300.SRX020661.SRR044778	Sample 1927.SRS011300.SRX020661.SRR044778			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700015407	39	-77	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011357.SRX020659.SRR044990	Sample 1927.SRS011357.SRX020659.SRR044990			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700015633	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011357.SRX020661.SRR044763	Sample 1927.SRS011357.SRX020661.SRR044763			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700015633	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011359.SRX020537.SRR045392	Sample 1927.SRS011359.SRX020537.SRR045392			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700015641	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011359.SRX020570.SRR045460	Sample 1927.SRS011359.SRX020570.SRR045460			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700015641	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011361.SRX020515.SRR045371	Sample 1927.SRS011361.SRX020515.SRR045371			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700015644	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011361.SRX020537.SRR045390	Sample 1927.SRS011361.SRX020537.SRR045390			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700015644	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011361.SRX020570.SRR045458	Sample 1927.SRS011361.SRX020570.SRR045458			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700015644	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011363.SRX020663.SRR045208	Sample 1927.SRS011363.SRX020663.SRR045208			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700015647	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011363.SRX020667.SRR045281	Sample 1927.SRS011363.SRX020667.SRR045281			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700015647	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011365.SRX020515.SRR045373	Sample 1927.SRS011365.SRX020515.SRR045373			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700015650	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011365.SRX020537.SRR045393	Sample 1927.SRS011365.SRX020537.SRR045393			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700015650	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011365.SRX020570.SRR045461	Sample 1927.SRS011365.SRX020570.SRR045461			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700015650	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011367.SRX020663.SRR045155	Sample 1927.SRS011367.SRX020663.SRR045155			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700015653	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011367.SRX020667.SRR045235	Sample 1927.SRS011367.SRX020667.SRR045235			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700015653	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011369.SRX020662.SRR045409	Sample 1927.SRS011369.SRX020662.SRR045409			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700015656	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011369.SRX020663.SRR045184	Sample 1927.SRS011369.SRX020663.SRR045184			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700015656	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011369.SRX020664.SRR045433	Sample 1927.SRS011369.SRX020664.SRR045433			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700015656	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011369.SRX020667.SRR045262	Sample 1927.SRS011369.SRX020667.SRR045262			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700015656	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011371.SRX020659.SRR045031	Sample 1927.SRS011371.SRX020659.SRR045031			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015659	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011371.SRX020661.SRR044804	Sample 1927.SRS011371.SRX020661.SRR044804			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015659	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011373.SRX020659.SRR045056	Sample 1927.SRS011373.SRX020659.SRR045056			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015662	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011373.SRX020661.SRR044832	Sample 1927.SRS011373.SRX020661.SRR044832			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700015662	39	-77	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011375.SRX020515.SRR049321	Sample 1927.SRS011375.SRX020515.SRR049321			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015665	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011375.SRX020537.SRR045399	Sample 1927.SRS011375.SRX020537.SRR045399			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015665	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
1927.SRS011375.SRX020570.SRR047533	Sample 1927.SRS011375.SRX020570.SRR047533			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700015665	39	-77	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)
